cSectionStatus,courseNumber,courseTitle,crn,department,description,distDesg,finalExam,instructorList,instructorUPI,meetingEndTimeList,meetingPattern,meetingPatternLocation,meetingStartTimeList,prerequisites,primXLst,schoolCode,schoolDescription,scndXLst,sectionNumber,sectionStatus,session,shortTitle,subjectCode,subjectNumber,syllabusLink,termCode
A,060,What's the Universe made of? From Quarks to the Cosmos,14497,PHYS,<p>A phenomenological tour through the land of physics.&#160; A general overview of physics primarily for non-science students. No other such course is offered in the department.</p>,['YCSC'],27,['Charles Baltay'],['10290581'],[],"['TTh 2.30-3.45', '1 HTBA']","['WL 216', '1 HTBA']",[],"<p class=""prerequisites"">Enrollment limited to first-year students.&#160;</p>",,YC,Yale College,[],01,A,,What is the World made of?,PHYS,PHYS060,,202403
A,070,"Nuclear Physics: The Good, The Bad, and the Misunderstood",14810,PHYS,<p>This course aims to introduce students to the basics of nuclear radiation and its uses. What exactly is&#160;radiation? How do we detect it? How come a little exposure can be good for us but too much deadly? Is&#160;nuclear energy a viable option? Is my cell phone dangerous? Should I get that dental x-ray? By the&#160;end of the course students are armed with necessary physics insights to answer the above questions&#160;and more.</p>,['YCSC'],50,['Helen Caines'],['11473237'],[],"['TTh 9.00-10.15', '1 HTBA']","['SPL 51', '1 HTBA']",[],"<p class=""prerequisites"">No prerequisites are required but completion of a high school physics course, or similar subject is preferred.&#160;</p>
<p>Enrollment limited to first-year students.&#160;</p>",,YC,Yale College,[],01,A,,NuclearPhysicsGoodBadMisunders,PHYS,PHYS070,https://yale.instructure.com/courses/100930/assignments/syllabus,202403
A,289,"Modern Technology: Electrons, Photons, and Bits",15475,PHYS,"<p class=""p1"">Modern technology is, to overly simplify, a consequence of our mastery over electrons, photons, and bits. This course aims to understand a wide swath of technologies, and the physical and mathematical principles of the electrons, photons, and bits underpinning them. Topics covered may include electric power generation, wireless communication, computing and storage devices (CPUs, GPUs, HDDs, SSDs), optical fibers and lithography, displays (including for AR/VR), and renewable-energy technologies. The physical principles underlying these technologies will be accompanied by unifying mathematical principles, including basic ideas in linear systems, Fourier analysis, differential equations, and information theory.</p>",['YCSC'],0,['Owen Miller'],['17127619'],[],"['1 HTBA', 'TTh 2.30-3.45']","['1 HTBA', 'ML 107']",[],"<p class=""prerequisites"">The prerequisites for this course are multivariable calculus (e.g. APHY 151, ENAS 151, or PHYS 151) and electricity and magnetism at the level of PHYS 171, PHYS 181, PHYS 201, PHYS 261, or beyond. An excellent AP Physics C course would likely be sufficient E&amp;M preparation.</p>",APHY289,YC,Yale College,['ENAS289'],01,A,,Modern Technology,PHYS,PHYS289,https://yale.instructure.com/courses/101129/assignments/syllabus,202403
C,110,Elementary Burmese I,11334,SEAS,<p>This course aims to train students to achieve basic skills in Burmese. The students develop competency in reading and writing Burmese script and also learn basic spoken Burmese.</p>,['YCL1'],50,[],[],[],[],[],[],"<p class=""prerequisites"">This course is taught through distance learning from Cornell University using videoconferencing technology. Interested students may e-mail minjin.hashbat@yale.edu for information.</p>",,YC,Yale College,[],01,C,,Elementary Burmese I,BURM,BURM110,,202403
A,370,Politics of Reproduction,10768,HLTH,"<p>Reproduction as a process that is simultaneously biological and social, involving male and female bodies, family formation, and powerful social institutions such as medicine, law, and the marketplace. Sociological research on reproductive topics such as pregnancy, birth, abortion, contraception, infertility, reproductive technology, and aging. Core sociological concepts used to examine how the politics of reproduction are shaped by the intersecting inequalities of gender, race, class, and sexuality.</p>","['YCSO', 'YCWR']",0,['Rene Almeling'],['13163275'],[],['T 3.30-5.20'],['WLH 002'],[],,SOCY390,YC,Yale College,"['ER&M360', 'WGSS390', 'HSHM432']",01,A,,Politics of Reproduction,HLTH,HLTH370,https://yale.instructure.com/courses/98879/assignments/syllabus,202403
A,155,"Biology of Malaria, Lyme, and Other Vector-Borne Diseases",11507,HLTH,"<p>Introduction to the biology of pathogen transmission from one organism to another by insects; special focus on malaria, dengue, and Lyme disease. Biology of the pathogens including modes of transmission, establishment of infection, and immune responses; the challenges associated with vector control, prevention, development of vaccines, and treatments.</p>",['YCSC'],0,['Alexia Belperron'],['10093007'],[],['MW 1.00-2.15'],['YK212 004'],[],"<p class=""prerequisites"">Intended for non–science majors; preference to first-years and sophomores. Prerequisite: high school biology.</p>",MCDB106,YC,Yale College,['E&EB106'],01,A,,MalariaLyme&VectorBorneDisease,HLTH,HLTH155,https://yale.instructure.com/courses/99052/assignments/syllabus,202403
A,250,Evolution and Medicine,13444,HLTH,<p>Introduction to the ways in which evolutionary science informs medical research and clinical practice. Diseases of civilization and their relation to humans' evolutionary past; the evolution of human defense mechanisms; antibiotic resistance and virulence in pathogens; cancer as an evolutionary process. Students view course lectures on line; class time focuses on discussion of lecture topics and research papers.</p>,"['YCSC', 'YCWR']",0,['Brandon Ogbunu'],['11615714'],[],['TTh 1.00-2.15'],['ESC 110'],[],"<p class=""prerequisites"">Prerequisite: BIOL 101–104.</p>",,YC,Yale College,"['E&EB335', 'E&EB635']",01,A,,Evolution and Medicine,HLTH,HLTH250,,202403
A,081,Current Issues in Medicine and Public Health,14149,HLTH,"<p>Analysis of issues in public health and medicine that get extensive media attention and provoke policy debates. The Covid-19 pandemic has revealed severe challenges in the communication between science and health experts and the public. Thus, a prime focus is a survey of epidemiology and related topics such as vaccination attitudes. The class covers other topics including (but not limited to) the value of cancer screening, genetic testing, the U.S. role in global health, physician assisted suicide and the cost of health care. Students learn to understand the scientific literature and critique its coverage in popular media–as well as producing science and medical journalism themselves.</p>",['YCSC'],0,['Robert Bazell'],['14674898'],[],['TTh 2.30-3.45'],['WTS A72'],[],"<p class=""prerequisites"">Enrollment limited to first-year students.&#160;</p>
<p>Prerequisite: AP Biology or equivalent.&#160;</p>",,YC,Yale College,[],01,A,,IssuesIn Medicine&PublicHealth,HLTH,HLTH081,https://yale.instructure.com/courses/100521/assignments/syllabus,202403
A,490,Global Health Research Colloquium,14150,HLTH,"<p>This course is designed for Global Health Scholars in their senior year as they synthesize their academic studies and practical experiences during their time in the Global Health Studies MAP. In this weekly seminar, Global Health Scholars analyze central challenges in global health and discuss methodological approaches that have responded to these pressing global health concerns. In addition to close reading and discussion, students present on a topic of their choosing and contribute to shaping the agenda for innovative methods in global health research and policy.</p>",[],0,['Catherine Panter-Brick'],['13554955'],[],['T 1.30-3.20'],['LC 317'],[],"<p class=""prerequisites"">Prerequisite: HLTH 230 or permission of the instructor.&#160;This is a required course for Global Health Scholars and enrollment is limited to Global Health Scholars.&#160;</p>",,YC,Yale College,[],01,A,,Global Health Research Colloq,HLTH,HLTH490,https://yale.instructure.com/courses/100522/assignments/syllabus,202403
A,490,Global Health Research Colloquium,14151,HLTH,"<p>This course is designed for Global Health Scholars in their senior year as they synthesize their academic studies and practical experiences during their time in the Global Health Studies MAP. In this weekly seminar, Global Health Scholars analyze central challenges in global health and discuss methodological approaches that have responded to these pressing global health concerns. In addition to close reading and discussion, students present on a topic of their choosing and contribute to shaping the agenda for innovative methods in global health research and policy.</p>",[],0,['Cara Fallon'],['11688491'],[],['T 1.30-3.20'],['LC 211'],[],"<p class=""prerequisites"">Prerequisite: HLTH 230 or permission of the instructor.&#160;This is a required course for Global Health Scholars and enrollment is limited to Global Health Scholars.&#160;</p>",,YC,Yale College,[],02,A,,Global Health Research Colloq,HLTH,HLTH490,https://yale.instructure.com/courses/100523/assignments/syllabus,202403
A,495,Interdisciplinary Health Research Topics,16306,HLTH,"<p>Empirical research project or literature review. A faculty member who establishes requirements and oversees the student’s progress must sponsor each student. Registration requires the completion of the tutorial form with faculty sponsor. Tutorial forms must be submitted to the director of undergraduate studies within five business days from the start of the term. The standard minimum requirement is a written report detailing the completed research or literature review. However, alternate equivalent requirements may be set by faculty sponsors. May be elected for one or two terms.</p>",[],0,['Carolyn Mazure'],['10248506'],[],['1 HTBA'],['1 HTBA'],[],"<p class=""prerequisites"">May be repeated for credit. May not be used for a senior requirement.</p>",,YC,Yale College,[],01,A,,Health Research Topics,HLTH,HLTH495,,202403
A,110,Elementary Indonesian I,11188,SEAS,<p>An introductory course in standard Indonesian with emphasis on developing communicative skills through a systematic survey of grammar and graded exercises.</p>,['YCL1'],61,['Indriyo Sukmono'],['11388373'],[],['M-F 9.25-10.15'],['WTS A32'],[],"<p class=""prerequisites"">Enrollment limited to 15 per section.</p>",,YC,Yale College,[],01,A,,Elementary Indonesian I,INDN,INDN110,https://yale.instructure.com/courses/98564/assignments/syllabus,202403
A,110,Elementary Indonesian I,11189,SEAS,<p>An introductory course in standard Indonesian with emphasis on developing communicative skills through a systematic survey of grammar and graded exercises.</p>,['YCL1'],61,['Indriyo Sukmono'],['11388373'],[],['M-F 10.30-11.20'],['WTS A32'],[],"<p class=""prerequisites"">Enrollment limited to 15 per section.</p>",,YC,Yale College,[],02,A,,Elementary Indonesian I,INDN,INDN110,https://yale.instructure.com/courses/98565/assignments/syllabus,202403
A,130,Intermediate Indonesian I,11190,SEAS,"<p>Continued practice in colloquial Indonesian conversation and reading and discussion of texts.</p>
",['YCL3'],50,['Dinny Aletheiani'],['14924339'],[],['M-F 9.25-10.15'],['WTS A46'],[],"<p class=""prerequisites"">After INDN 120 or equivalent. Limited enrollment.</p>",,YC,Yale College,[],01,A,,Intermediate Indonesian I,INDN,INDN130,,202403
A,130,Intermediate Indonesian I,11191,SEAS,"<p>Continued practice in colloquial Indonesian conversation and reading and discussion of texts.</p>
",['YCL3'],50,['Dinny Aletheiani'],['14924339'],[],['M-F 10.30-11.20'],['WTS A46'],[],"<p class=""prerequisites"">After INDN 120 or equivalent. Limited enrollment.</p>",,YC,Yale College,[],02,A,,Intermediate Indonesian I,INDN,INDN130,,202403
A,130,Intermediate Indonesian I,11192,SEAS,"<p>Continued practice in colloquial Indonesian conversation and reading and discussion of texts.</p>
",['YCL3'],50,['Dinny Aletheiani'],['14924339'],[],['M-F 11.35-12.25'],['WTS A46'],[],"<p class=""prerequisites"">After INDN 120 or equivalent. Limited enrollment.</p>",,YC,Yale College,[],03,A,,Intermediate Indonesian I,INDN,INDN130,,202403
A,150,Advanced Indonesian I,11193,SEAS,"<p>Development of advanced fluency through discussion of original Indonesian sociohistorical, political, and literary texts and audiovisual sources. Extension of cultural understanding of Indonesia.</p>",['YCL5'],50,['Indriyo Sukmono'],['11388373'],[],['1 HTBA'],['1 HTBA'],[],"<p class=""prerequisites"">Prerequisite:&#160;INDN 140 or equivalent. May not be taken after INDN 153.</p>",,YC,Yale College,[],01,A,,Advanced Indonesian I,INDN,INDN150,,202403
A,470,Independent Tutorial,11194,SEAS,"<p>For students with advanced Indonesian language skills who wish to engage in concentrated reading and research on material not otherwise offered in courses. The work must be supervised by an adviser and must terminate in a term paper or its equivalent.</p>
",[],0,['Dinny Aletheiani'],['14924339'],[],['1 HTBA'],['1 HTBA'],[],"<p class=""prerequisites"">After INDN 160. Permission to enroll requires submission of a detailed project proposal and its approval by the program adviser.</p>",,YC,Yale College,[],01,A,,Independent Tutorial,INDN,INDN470,,202403
A,210,The Transition Imperative: Climate Tech Ventures,13214,YCCS,"<p>In this dynamic and interdisciplinary course, Yale College students have the opportunity to explore the burgeoning field of climate technologies and their critical role in addressing global climate change. This course provides a comprehensive understanding of the innovation ecosystem driving the development of sustainable technologies and solutions to mitigate and adapt to climate change, so that students can explore their own possible entrepreneurial concepts, as well as new and novel career options that are continuing to emerge.&#160;Throughout this class, students engage with the fundamental principles of climate science, environmental policy, and current entrepreneurial strategies which underpin the now over $100B climate tech industry. The course delves into case studies of successful emerging climate tech startups, examine the technologies they employ, the market mechanisms that support them and the regulatory landscapes they navigate, as well as obstacles to navigate.</p>",[],0,"['Cary Krosinsky', 'Zhong Huang']","['15436362', '25395717']",[],['W 9.25-11.15'],['WTS A35'],[],,,YC,Yale College,[],01,A,,Climate Tech Ventures,CSSM,CSSM210,https://yale.instructure.com/courses/100153/assignments/syllabus,202403
A,210,"The Self and Other, in Theory and Practice",12591,YCCS,"<p>This is a course on the self. It distills frameworks from philosophy, mindfulness, psychology cognitive science, and personal exploration so students directly learn tools and ideas to strengthen their relationship with themselves, deepen with others, and investigate what matters to them most. We study ""The Intrapersonal"" as we dive deep into mindfulness, inner friendship, the self over time, positive psychology, and self-change. Then, we study ""The Interpersonal"" as we explore projective identification, interpersonal friendship, romance and love, conflict, collaboration, and success. This course is designed to be experiential, personal, and holistic. Emotional depth, wholeness in the self, the ability to change, and the means of figuring out how we want to live are not innate talents people are born with, but rather, muscles–ways of thinking, being, and acting–that each of us can work on and develop.&#160;</p>",[],0,['Alexandra Simon'],['14862646'],[],['T 1.30-3.20'],['WALL53 108'],[],,,YC,Yale College,[],01,A,,Self&OtherTheory&Practice,CSSY,CSSY210,https://yale.instructure.com/courses/99725/assignments/syllabus,202403
C,105,The Earth in its Cosmic Context,11166,ASTR,"<p>Study of the formation, evolution, and history of Earth, its solar system, and its role in a larger cosmic context. Consideration of thousands of other recently discovered planetary systems; the role of life in shaping the Earth and its environment; and the consequences of human activity from a systems perspective.</p>",['YCSC'],,[],[],[],[],[],[],,,YC,Yale College,[],01,C,,Earth in its Cosmic Context,ASTR,ASTR105,,202403
A,110,Planets and Stars,11167,ASTR,"<p>Astronomy introduction to stars and planetary systems. Topics include the solar system and extrasolar planets, planet and stellar formation, and the evolution of stars from birth to death.</p>","['YCQR', 'YCSC']",36,['Michael Faison'],['12021504'],[],['MW 1.00-2.15'],['HLH17 101'],[],"<p class=""prerequisites"">No prerequisite other than a working knowledge of elementary algebra.</p>",,YC,Yale College,[],01,A,,Planets and Stars,ASTR,ASTR110,https://yale.instructure.com/courses/98069/assignments/syllabus,202403
A,155,Introduction to Astronomical Observing,11168,ASTR,"<p>A hands-on introduction to techniques used in astronomy to observe astronomical objects. Observations of planets, stars, and galaxies using on-campus facilities and remote observing with Yale's research telescopes. Use of electronic detectors and computer-aided data processing.</p>",['YCSC'],37,['Michael Faison'],['12021504'],[],"['M 7.00-8.45p', '1 HTBA']","['LFOP', '1 HTBA']",[],"<p class=""prerequisites"">Evening laboratory hours required. One previous college-level science laboratory or astronomy course recommended.</p>",,YC,Yale College,[],01,A,,Intro Astronomical Observing,ASTR,ASTR155,https://yale.instructure.com/courses/98071/assignments/syllabus,202403
A,170,Introduction to Cosmology,11169,ASTR,<p>An introduction to modern cosmological theories and observational astronomy. Topics include aspects of special and general relativity; curved space-time; the Big Bang; inflation; primordial element synthesis; the cosmic microwave background; the formation of galaxies; and large-scale structure.</p>,"['YCQR', 'YCSC']",27,['Priyamvada Natarajan'],['11170076'],[],['TTh 4.00-5.15'],['KT 205'],[],"<p class=""prerequisites"">Prerequisite: a strong background in high school mathematics and physics.</p>",,YC,Yale College,[],01,A,,Introduction to Cosmology,ASTR,ASTR170,https://yale.instructure.com/courses/98073/assignments/syllabus,202403
A,210,Stars and Their Evolution,11170,ASTR,"<p>Foundations of astronomy and astrophysics, focusing on an intensive introduction to stars. Nuclear processes and element production, stellar evolution, stellar deaths and supernova explosions, and stellar remnants including white dwarfs, neutron stars, and black holes. A close look at our nearest star, the sun. How extrasolar planets are studied; the results of such studies.</p>","['YCQR', 'YCSC']",36,['Robert Zinn'],['10100725'],[],['MW 1.00-2.15'],['KT 207'],[],"<p class=""prerequisites"">Prerequisite: a strong background in high school calculus and physics. May not be taken after ASTR 220.</p>",,YC,Yale College,[],01,A,,Stars and Their Evolution,ASTR,ASTR210,https://yale.instructure.com/courses/98076/assignments/syllabus,202403
A,310,Galactic and Extragalactic Astronomy,11171,ASTR,<p>Structure of the Milky Way galaxy and other galaxies; stellar populations and star clusters in galaxies; gas and star formation in galaxies; the evolution of galaxies; galaxies and their large-scale environment; galaxy mergers and interactions; supermassive black holes and active galactic nuclei.</p>,"['YCQR', 'YCSC']",37,['Jeffrey Kenney'],['10086275'],[],['MW 4.00-5.15'],['KT 201'],[],"<p class=""prerequisites"">Prerequisites: MATH 115, PHYS 201, and ASTR 210 or 220, or equivalents, or with permission of instructor.</p>",,YC,Yale College,[],01,A,,Galactic&ExtragalactAstronomy,ASTR,ASTR310,https://yale.instructure.com/courses/98082/assignments/syllabus,202403
A,356,Astrostatistics and Data Mining,11172,ASTR,"<p>This course is intended to give students majoring in astronomy, physics, or any other physical science the necessary background to be able to conduct research with large and complex datasets. The course provides an introduction to the tools needed for analyzing large volumes of data and gives students more experience in building codes to analyze to them. The course starts with a review of basic probability and statistics. Students then learn the basics of classical statistical inference, regression and model fitting, Bayesian statistical inference, as well as different data-mining techniques. Coding with the Python programming language.</p>","['YCQR', 'YCSC']",34,['Earl Bellinger'],['17066232'],[],['MW 11.35-12.50'],['KT 221'],[],"<p class=""prerequisites"">Prerequisite: ASTR 255 or equivalent.</p>",,YC,Yale College,['PHYS356'],01,A,,Astrostatistics & Data Mining,ASTR,ASTR356,https://yale.instructure.com/courses/98085/assignments/syllabus,202403
A,471,Independent Project in Astronomy,11175,ASTR,<p>Independent project supervised by a member of the department with whom the student meets regularly. The project must be approved by the instructor and by the director of undergraduate studies; the student is required to submit a complete written report on the project at the end of the term.</p>,[],0,['Marla Geha'],['12632365'],[],['1 HTBA'],['1 HTBA'],[],,,YC,Yale College,[],01,A,,Independ Project in Astronomy,ASTR,ASTR471,,202403
A,490,The Two-Term Senior Project,11176,ASTR,<p>A two-term independent research project to fulfill the senior requirement for the B.S. degree. The project must be supervised by a member of the department and approved by the director of undergraduate studies.</p>,[],0,['Marla Geha'],['12632365'],[],['1 HTBA'],['1 HTBA'],[],,,YC,Yale College,[],01,A,,Two-Term Senior Project,ASTR,ASTR490,,202403
A,492,The One-Term Senior Project,11177,ASTR,<p>A one-term independent research project or essay to fulfill the senior requirement for the B.A. degree. The project must be supervised by a member of the department and approved by the director of undergraduate studies.</p>,[],0,['Marla Geha'],['12632365'],[],['1 HTBA'],['1 HTBA'],[],,,YC,Yale College,[],01,A,,One-Term Senior Project,ASTR,ASTR492,,202403
A,418,Stellar Dynamics,11178,ASTR,<p>The study of dynamics in astronomy. Stellar dynamics attempts to answer what happens when a large number of particles (stars or galaxies) orbit under the influence of their mutual gravity. This course covers the dynamics of astronomical objects ranging from binary stars to globular clusters to galaxies. Particular emphasis is placed on direct applications to observational data.&#160;Taught in alternate years.</p>,"['YCQR', 'YCSC']",37,['Marla Geha'],['12632365'],[],['MW 2.30-3.45'],['KT 221'],[],"<p class=""prerequisites"">Prerequisites: PHYS 201 and MATH 246 or equivalents; ASTR 310.&#160;</p>",ASTR518,YC,Yale College,[],01,A,,Stellar Dynamics,ASTR,ASTR418,https://yale.instructure.com/courses/98092/assignments/syllabus,202403
A,420,Computational Methods for Astrophysics,11179,ASTR,"<p>The analytic, numerical, and computational tools necessary for effective research in astrophysics and related disciplines. Topics include numerical solutions to differential equations, spectral methods, and Monte Carlo simulations. Applications to common astrophysical problems including fluids and N-body simulations.</p>",['YCQR'],37,['Paolo Coppi'],['10027965'],[],['MW 4.00-5.15'],['KT 207'],[],"<p class=""prerequisites"">Prerequisites: ASTR 320, MATH 120, 222 or 225, and 246.</p>",ASTR520,YC,Yale College,[],01,A,,ComputatnlMethods:Astrophysics,ASTR,ASTR420,,202403
A,465,The Evolving Universe,11180,ASTR,"<p>Overview of cosmic history from the formation of the first star to the present day, focusing on direct observations of the high-redshift universe.</p>
","['YCQR', 'YCSC']",22,['Pieter van Dokkum'],['11673378'],[],['TTh 9.00-10.15'],['KT 203'],[],"<p class=""prerequisites"">Prerequisites: MATH 120, PHYS 201, and one astronomy course numbered above 200. Taught in alternate years.</p>",,YC,Yale College,['ASTR565'],01,A,,The Evolving Universe,ASTR,ASTR465,https://yale.instructure.com/courses/98100/assignments/syllabus,202403
A,385,Introduction to Radio Astronomy,11181,ASTR,"<p>Introduction to the theory and techniques of radio astronomy, including radio emission mechanisms, propagation effects, antenna theory, interferometry, and spectroscopy. Discussion of specific sources such as Jupiter, radio stars, molecular clouds, radio galaxies, ETI, and the microwave background. Includes observational exercises with a small radio telescope.</p>
","['YCQR', 'YCSC']",26,['Hector Arce'],['12641001'],[],['TTh 1.00-2.15'],['KT 201'],[],"<p class=""prerequisites"">Prerequisites: MATH 120 and PHYS 201 or equivalents.</p>",ASTR585,YC,Yale College,[],01,A,,Intro to Radio Astronomy,ASTR,ASTR385,https://yale.instructure.com/courses/98088/assignments/syllabus,202403
A,255,Research Methods in Astrophysics,11182,ASTR,"<p>An introduction to research methods in astronomy and astrophysics. The acquisition and analysis of astrophysical data, including the design and use of ground- and space-based telescopes, computational manipulation of digitized images and spectra, and confrontation of data with theoretical models. Examples taken from current research at Yale and elsewhere. Use of the Python programming language.</p>","['YCQR', 'YCSC']",33,['Malena Rice'],['17262922'],[],['MWF 10.30-11.20'],['KT 205'],[],"<p class=""prerequisites"">Prerequisite: background in high school calculus and physics. No previous programming experience required.</p>",,YC,Yale College,['PHYS295'],01,A,,Research Methods: Astrophysics,ASTR,ASTR255,https://yale.instructure.com/courses/98078/assignments/syllabus,202403
A,040,Expanding Ideas of Time and Space,11790,ASTR,"<p>Discussions on astronomy, and the nature of time and space. Topics include the shape and contents of the universe, special and general relativity, dark and light matter, and dark energy. Observations and ideas fundamental to astronomers' current model of an expanding and accelerating four-dimensional universe.</p>",['YCSC'],26,['Meg Urry'],['11298188'],[],['TTh 1.00-2.15'],['KT 207'],[],"<p class=""prerequisites"">Enrollment limited to first-year students.&#160;</p>",PHYS040,YC,Yale College,[],01,A,,Expanding Ideas of Time &Space,ASTR,ASTR040,https://yale.instructure.com/courses/99251/assignments/syllabus,202403
A,110,Elementary Khmer I,11292,SEAS,"<p>Basic structures of modern standard Cambodian introduced through the integration of communicative practice, reading, writing, and listening comprehension. Introduction to Khmer society and culture.</p>",['YCL1'],50,[],[],[],"['MW 3.25-4.30', 'Th 3.35-4.35']",['DOW B-11'],[],"<p class=""prerequisites"">Course taught through distance learning using videoconferencing technology from Cornell University. Enrollment limited; interested students should e-mail david.ortega@yale.edu for more information.&#160;</p>",,YC,Yale College,[],01,A,,Elementary Khmer I,KHMR,KHMR110,,202403
A,130,Intermediate Khmer I,11313,SEAS,"<p>This course focuses on learning Khmer (the national language of Cambodia). Students communicate in day-to-day conversation using complex questions and answers. The course focuses on reading, writing, speaking, and listening to Khmer words, long sentences, and texts. The course also emphasizes grammar, sentence structure and using words correctly.&#160;</p>",['YCL3'],50,[],[],[],[],[],[],"<p class=""prerequisites"">Course taught through distance learning using videoconferencing technology from Cornell University. Enrollment limited; interested students should e-mail&#160;david.ortega@yale.edu&#160;for more information. Prerequisite: KHMR 120 or equivalent.</p>",,YC,Yale College,[],01,A,,Intermediate Khmer I,KHMR,KHMR130,,202403
A,107,Language Endangerment and Revitalization,10464,LING,"<p>Introduction to language endangerment and language revitalization. This course explores a range of theories and practices that provide the basis by which linguists and language activists aim to revitalize endangered languages in communities around the world. Beginning with surveying the various ways in which the world’s linguistic diversity and language ecologies can be assessed and discussing the serious threats to that diversity, why this might be a matter of concern, and the principle of linguistic human rights, the course will narrow toward individual student projects to investigate a minority language in some depth and report on its status with respect to the range of issues discussed in class.</p>",['YCSO'],0,['Edwin Ko'],['25131452'],[],['MW 2.30-3.45'],['DOW 112'],[],,,YC,Yale College,['ER&M207'],01,A,,Lang Revitalization,LING,LING107,https://yale.instructure.com/courses/98604/assignments/syllabus,202403
A,110,Language: Introduction to Linguistics,10465,LING,"<p>This is a course about language as a window into the human mind and language as glue in human society. Nature, nurture, or both? Linguistics is a science that addresses this puzzle for human language. Language is one of the most complex of human behaviors, but it comes to us without effort. Language is common to all societies and is typically acquired without explicit instruction. Human languages vary within highly specific parameters. The conventions of speech communities exhibit variation and change over time within the confines of universal grammar, part of our biological endowment. The properties of universal grammar are discovered through the careful study of the structures of individual languages and comparison across languages. This course introduces analytical methods that are used to understand this fundamental aspect of human knowledge. In this introductory course students learn about the principles that underly all human languages, and what makes language special. We study language sounds, how words are formed, how humans compute meaning, as well as language in society, language change, and linguistic diversity.</p>",['YCSO'],26,['Jim Wood'],['14482152'],[],['TTh 1.00-2.15'],['WALL53 AUD'],[],,,YC,Yale College,['LING510'],01,A,,Language: Intro to Linguistics,LING,LING110,https://yale.instructure.com/courses/98607/assignments/syllabus,202403
A,212,Linguistic Change,10466,LING,"<p>How languages change, how we study change, and how language relates to other areas of society. This seminar is taught through readings chosen by instructor and students, on topics of interest.</p>","['YCSO', 'YCWR']",0,['Edwin Ko'],['25131452'],[],['MW 11.35-12.50'],['DOW 112'],[],"<p class=""prerequisites"">Prerequisite: LING 112 or equivalent.</p>",,YC,Yale College,['LING612'],01,A,,Linguistic Change,LING,LING212,https://yale.instructure.com/courses/98617/assignments/syllabus,202403
A,217,Language and Mind,10467,LING,"<p>The structure of linguistic knowledge and how it is used during communication. The principles that guide the acquisition of this system by children learning their first language, by children learning language in unusual circumstances (heritage speakers, sign languages) and adults learning a second language, bilingual speakers. The processing of language in real-time. Psychological traits that impact language learning and language use.&#160;</p>",['YCSO'],27,['Maria Pinango'],['11074332'],[],['TTh 2.30-3.45'],['DOW 112'],[],,LING617,YC,Yale College,"['PSYC317', 'EDST237']",01,A,,Language and Mind,LING,LING217,https://yale.instructure.com/courses/98621/assignments/syllabus,202403
A,220,Phonetics I,10468,LING,"<p>Each spoken language composes words using a relatively small number of speech sounds, a subset of the much larger set of possible human speech sounds. This course introduces tools to describe the complete set of speech sounds found in the world's spoken languages. It covers the articulatory organs involved in speech production and the acoustic structure of the resulting sounds. Students learn how to transcribe sounds using the International Phonetic Alphabet, including different varieties of English and languages around the world. The course also introduces sociophonetics, how variation in sound patterns can convey social meaning within a community, speech perception, and sound change.&#160;</p>",['YCSO'],22,['Natalie Weber'],['17570214'],[],['TTh 9.00-10.15'],['DOW 314'],[],,LING620,YC,Yale College,['PSYC318'],01,A,,Phonetics I,LING,LING220,,202403
A,227,Language and Computation I,10469,LING,"<p>This course introduces the design and analysis of computational models of language. There are many properties of language that make it challenging to handle computationally: First, language is ambiguous - a given word or sentence can have many possible meanings. Second, our linguistic experience is sparse - many aspects of language (e.g., certain sentence structures) occur very rarely, posing a challenge for computational systems that learn from data. Third, language has an enormous amount of hidden structure - words and other linguistic units can have complex relationships with each other that are not apparent on the surface. In this course, we explore the computational approaches that can overcome these challenges. Topics include finite state tools, neural networks, Bayesian approaches, computational morphology and phonology, grammar and parsing, lexical semantics, and the use of linguistic models in applied problems.</p>","['YCQR', 'YCSO']",32,['Tom McCoy'],['14747828'],[],['MW 9.00-10.15'],['WLH 207'],[],"<p class=""prerequisites"">Prerequisite: prior programming experience or permission of instructor.</p>",,YC,Yale College,"['LING627', 'PSYC327']",01,A,,Language and Computation I,LING,LING227,https://yale.instructure.com/courses/98627/assignments/syllabus,202403
A,235,Phonology II,10470,LING,"<p>Topics in the architecture of a theory of sound structure.&#160;Motivations for replacing a system of ordered rules with a system of ranked constraints. Optimality theory: universals, violability, constraint types and their interactions. Interaction of phonology and morphology, as well as the relationship of phonological theory to language acquisition and learnability. Opacity, lexical phonology, and serial versions of optimality theory.</p>",['YCSO'],0,['Natalie Weber'],['17570214'],[],['TTh 1.00-2.15'],['DOW 112'],[],"<p class=""prerequisites"">Prerequisite: LING 232 or permission of instructor.</p>",LING635,YC,Yale College,[],01,A,,Phonology II,LING,LING235,https://yale.instructure.com/courses/98631/assignments/syllabus,202403
